,review_id,category
84,102,"SERVICE#GENERAL,SERVICE#GENERAL,SERVICE#GENERAL"
85,103,"FOOD#QUALITY,FOOD#QUALITY,FOOD#QUALITY"
86,104,"FOOD#PRICES,FOOD#PRICES,FOOD#PRICES"
87,105,FOOD#QUALITY
88,107,"AMBIENCE#GENERAL,AMBIENCE#GENERAL"
89,108,"FOOD#QUALITY,FOOD#QUALITY,FOOD#QUALITY,FOOD#QUALITY,FOOD#QUALITY,FOOD#QUALITY,FOOD#QUALITY,FOOD#QUALITY"
90,110,"FOOD#STYLE_OPTIONS,FOOD#STYLE_OPTIONS,FOOD#STYLE_OPTIONS,FOOD#STYLE_OPTIONS,FOOD#STYLE_OPTIONS,FOOD#STYLE_OPTIONS,FOOD#STYLE_OPTIONS,FOOD#STYLE_OPTIONS"
91,112,"AMBIENCE#GENERAL,AMBIENCE#GENERAL,AMBIENCE#GENERAL"
92,113,"FOOD#QUALITY,FOOD#QUALITY,FOOD#QUALITY"
93,115,"FOOD#QUALITY,FOOD#QUALITY"
94,117,FOOD#QUALITY
95,118,RESTAURANT#GENERAL
96,119,FOOD#QUALITY
97,120,FOOD#PRICES
98,121,"FOOD#QUALITY,FOOD#QUALITY,FOOD#QUALITY,FOOD#QUALITY,FOOD#QUALITY"
99,124,RESTAURANT#GENERAL
100,125,FOOD#QUALITY
101,126,"FOOD#QUALITY,FOOD#QUALITY,FOOD#QUALITY,FOOD#QUALITY,FOOD#QUALITY,FOOD#QUALITY"
102,127,"DRINKS#STYLE_OPTIONS,DRINKS#STYLE_OPTIONS,DRINKS#STYLE_OPTIONS,DRINKS#STYLE_OPTIONS,DRINKS#STYLE_OPTIONS,DRINKS#STYLE_OPTIONS"
103,128,"FOOD#STYLE_OPTIONS,FOOD#STYLE_OPTIONS,FOOD#STYLE_OPTIONS,FOOD#STYLE_OPTIONS,FOOD#STYLE_OPTIONS,FOOD#STYLE_OPTIONS"
104,129,"FOOD#QUALITY,FOOD#QUALITY"
105,130,RESTAURANT#GENERAL
106,131,"FOOD#QUALITY,FOOD#QUALITY"
107,132,"FOOD#STYLE_OPTIONS,FOOD#STYLE_OPTIONS"
108,133,FOOD#STYLE_OPTIONS
109,134,FOOD#QUALITY
110,135,"RESTAURANT#GENERAL,RESTAURANT#GENERAL"
111,136,RESTAURANT#MISCELLANEOUS
112,137,"RESTAURANT#MISCELLANEOUS,RESTAURANT#MISCELLANEOUS,RESTAURANT#MISCELLANEOUS"
113,138,"FOOD#STYLE_OPTIONS,FOOD#STYLE_OPTIONS,FOOD#STYLE_OPTIONS"
114,139,"FOOD#QUALITY,FOOD#QUALITY,FOOD#QUALITY"
115,140,"SERVICE#GENERAL,SERVICE#GENERAL,SERVICE#GENERAL"
116,141,RESTAURANT#GENERAL
117,143,"RESTAURANT#GENERAL,RESTAURANT#GENERAL,RESTAURANT#GENERAL,RESTAURANT#GENERAL,RESTAURANT#GENERAL,RESTAURANT#GENERAL"
118,144,"AMBIENCE#GENERAL,AMBIENCE#GENERAL,AMBIENCE#GENERAL,AMBIENCE#GENERAL,AMBIENCE#GENERAL,AMBIENCE#GENERAL"
119,145,"FOOD#QUALITY,FOOD#QUALITY,FOOD#QUALITY,FOOD#QUALITY,FOOD#QUALITY,FOOD#QUALITY"
120,148,"SERVICE#GENERAL,SERVICE#GENERAL,SERVICE#GENERAL,SERVICE#GENERAL"
121,149,DRINKS#QUALITY
122,150,DRINKS#PRICES
123,151,RESTAURANT#GENERAL
124,152,RESTAURANT#GENERAL
125,153,"RESTAURANT#GENERAL,RESTAURANT#GENERAL,RESTAURANT#GENERAL"
126,154,RESTAURANT#GENERAL
127,155,"SERVICE#GENERAL,SERVICE#GENERAL,SERVICE#GENERAL,SERVICE#GENERAL"
128,156,"AMBIENCE#GENERAL,AMBIENCE#GENERAL,AMBIENCE#GENERAL,AMBIENCE#GENERAL"
129,157,"FOOD#QUALITY,FOOD#QUALITY,FOOD#QUALITY,FOOD#QUALITY"
130,158,"FOOD#STYLE_OPTIONS,FOOD#STYLE_OPTIONS,FOOD#STYLE_OPTIONS,FOOD#STYLE_OPTIONS"
131,160,AMBIENCE#GENERAL
132,161,SERVICE#GENERAL
133,162,SERVICE#GENERAL
134,163,FOOD#QUALITY
135,164,RESTAURANT#GENERAL
136,165,"FOOD#QUALITY,FOOD#QUALITY,FOOD#QUALITY,FOOD#QUALITY,FOOD#QUALITY"
137,166,"DRINKS#QUALITY,DRINKS#QUALITY,DRINKS#QUALITY,DRINKS#QUALITY,DRINKS#QUALITY"
138,167,"SERVICE#GENERAL,SERVICE#GENERAL,SERVICE#GENERAL,SERVICE#GENERAL,SERVICE#GENERAL"
139,168,"SERVICE#GENERAL,SERVICE#GENERAL"
140,169,DRINKS#QUALITY
141,170,SERVICE#GENERAL
142,171,"SERVICE#GENERAL,SERVICE#GENERAL"
143,172,RESTAURANT#GENERAL
144,173,RESTAURANT#GENERAL
145,174,FOOD#QUALITY
146,175,AMBIENCE#GENERAL
147,176,FOOD#PRICES
148,177,FOOD#QUALITY
149,178,FOOD#QUALITY
150,181,RESTAURANT#GENERAL
151,182,SERVICE#GENERAL
152,183,SERVICE#GENERAL
153,184,FOOD#QUALITY
154,185,SERVICE#GENERAL
155,186,RESTAURANT#PRICES
156,187,RESTAURANT#GENERAL
157,188,FOOD#QUALITY
158,189,SERVICE#GENERAL
159,190,SERVICE#GENERAL
160,191,LOCATION#GENERAL
161,194,FOOD#QUALITY
162,195,AMBIENCE#GENERAL
163,196,FOOD#QUALITY
164,198,"FOOD#QUALITY,FOOD#QUALITY"
165,200,"RESTAURANT#GENERAL,RESTAURANT#GENERAL"
166,201,"FOOD#STYLE_OPTIONS,FOOD#STYLE_OPTIONS,FOOD#STYLE_OPTIONS"
167,202,AMBIENCE#GENERAL
168,203,RESTAURANT#PRICES
169,204,FOOD#QUALITY
170,205,RESTAURANT#MISCELLANEOUS
171,206,"FOOD#STYLE_OPTIONS,FOOD#STYLE_OPTIONS"
172,207,FOOD#STYLE_OPTIONS
173,208,FOOD#QUALITY
174,210,FOOD#QUALITY
175,211,"SERVICE#GENERAL,SERVICE#GENERAL"
176,212,FOOD#QUALITY
177,213,FOOD#QUALITY
178,215,AMBIENCE#GENERAL
179,216,"FOOD#QUALITY,FOOD#QUALITY"
180,217,"SERVICE#GENERAL,SERVICE#GENERAL"
181,218,FOOD#STYLE_OPTIONS
182,219,"AMBIENCE#GENERAL,AMBIENCE#GENERAL,AMBIENCE#GENERAL"
183,221,"DRINKS#STYLE_OPTIONS,DRINKS#STYLE_OPTIONS,DRINKS#STYLE_OPTIONS,DRINKS#STYLE_OPTIONS,DRINKS#STYLE_OPTIONS"
184,222,"DRINKS#QUALITY,DRINKS#QUALITY,DRINKS#QUALITY,DRINKS#QUALITY,DRINKS#QUALITY"
185,223,"DRINKS#PRICES,DRINKS#PRICES,DRINKS#PRICES,DRINKS#PRICES,DRINKS#PRICES"
186,224,"AMBIENCE#GENERAL,AMBIENCE#GENERAL,AMBIENCE#GENERAL,AMBIENCE#GENERAL,AMBIENCE#GENERAL,AMBIENCE#GENERAL"
187,226,"FOOD#QUALITY,FOOD#QUALITY,FOOD#QUALITY,FOOD#QUALITY,FOOD#QUALITY,FOOD#QUALITY"
188,227,"RESTAURANT#MISCELLANEOUS,RESTAURANT#MISCELLANEOUS,RESTAURANT#MISCELLANEOUS"
189,228,"FOOD#QUALITY,FOOD#QUALITY,FOOD#QUALITY,FOOD#QUALITY,FOOD#QUALITY"
190,230,RESTAURANT#MISCELLANEOUS
191,231,"LOCATION#GENERAL,LOCATION#GENERAL,LOCATION#GENERAL"
192,232,"FOOD#QUALITY,FOOD#QUALITY,FOOD#QUALITY"
193,233,RESTAURANT#GENERAL
194,234,"AMBIENCE#GENERAL,AMBIENCE#GENERAL,AMBIENCE#GENERAL,AMBIENCE#GENERAL"
195,235,"SERVICE#GENERAL,SERVICE#GENERAL,SERVICE#GENERAL,SERVICE#GENERAL"
196,236,"RESTAURANT#MISCELLANEOUS,RESTAURANT#MISCELLANEOUS,RESTAURANT#MISCELLANEOUS,RESTAURANT#MISCELLANEOUS"
197,237,"RESTAURANT#GENERAL,RESTAURANT#GENERAL,RESTAURANT#GENERAL,RESTAURANT#GENERAL,RESTAURANT#GENERAL,RESTAURANT#GENERAL"
198,238,SERVICE#GENERAL
199,239,FOOD#QUALITY
200,241,FOOD#QUALITY
201,243,"SERVICE#GENERAL,SERVICE#GENERAL,SERVICE#GENERAL"
202,244,"SERVICE#GENERAL,SERVICE#GENERAL"
203,245,"SERVICE#GENERAL,SERVICE#GENERAL"
204,246,FOOD#QUALITY
205,247,FOOD#STYLE_OPTIONS
206,248,FOOD#PRICES
207,249,"DRINKS#QUALITY,DRINKS#QUALITY"
208,250,"DRINKS#PRICES,DRINKS#PRICES"
209,251,FOOD#QUALITY
210,252,"SERVICE#GENERAL,SERVICE#GENERAL,SERVICE#GENERAL"
211,253,AMBIENCE#GENERAL
212,254,AMBIENCE#GENERAL
213,255,"FOOD#STYLE_OPTIONS,FOOD#STYLE_OPTIONS,FOOD#STYLE_OPTIONS"
214,256,"FOOD#QUALITY,FOOD#QUALITY,FOOD#QUALITY"
215,258,SERVICE#GENERAL
216,259,"DRINKS#STYLE_OPTIONS,DRINKS#STYLE_OPTIONS,DRINKS#STYLE_OPTIONS"
217,261,"DRINKS#PRICES,DRINKS#PRICES,DRINKS#PRICES"
218,262,RESTAURANT#GENERAL
219,263,RESTAURANT#GENERAL
220,264,"RESTAURANT#GENERAL,RESTAURANT#GENERAL"
221,265,"SERVICE#GENERAL,SERVICE#GENERAL,SERVICE#GENERAL,SERVICE#GENERAL,SERVICE#GENERAL,SERVICE#GENERAL"
222,266,"SERVICE#GENERAL,SERVICE#GENERAL,SERVICE#GENERAL,SERVICE#GENERAL,SERVICE#GENERAL,SERVICE#GENERAL"
223,267,SERVICE#GENERAL
224,268,"SERVICE#GENERAL,SERVICE#GENERAL,SERVICE#GENERAL,SERVICE#GENERAL,SERVICE#GENERAL"
225,269,"FOOD#QUALITY,FOOD#QUALITY,FOOD#QUALITY,FOOD#QUALITY,FOOD#QUALITY"
226,270,"RESTAURANT#GENERAL,RESTAURANT#GENERAL,RESTAURANT#GENERAL,RESTAURANT#GENERAL,RESTAURANT#GENERAL"
227,271,RESTAURANT#GENERAL
228,272,RESTAURANT#GENERAL
229,273,AMBIENCE#GENERAL
230,275,SERVICE#GENERAL
231,276,RESTAURANT#MISCELLANEOUS
232,277,FOOD#QUALITY
233,280,"LOCATION#GENERAL,LOCATION#GENERAL,LOCATION#GENERAL"
234,282,SERVICE#GENERAL
235,283,RESTAURANT#GENERAL
236,284,SERVICE#GENERAL
237,285,FOOD#QUALITY
238,286,RESTAURANT#PRICES
239,288,"FOOD#QUALITY,FOOD#QUALITY,FOOD#QUALITY,FOOD#QUALITY"
240,290,"FOOD#STYLE_OPTIONS,FOOD#STYLE_OPTIONS,FOOD#STYLE_OPTIONS,FOOD#STYLE_OPTIONS,FOOD#STYLE_OPTIONS"
241,293,"SERVICE#GENERAL,SERVICE#GENERAL,SERVICE#GENERAL,SERVICE#GENERAL,SERVICE#GENERAL"
242,294,"FOOD#QUALITY,FOOD#QUALITY,FOOD#QUALITY,FOOD#QUALITY,FOOD#QUALITY"
243,295,FOOD#QUALITY
244,296,FOOD#QUALITY
245,297,FOOD#STYLE_OPTIONS
246,298,RESTAURANT#GENERAL
247,299,"RESTAURANT#GENERAL,RESTAURANT#GENERAL,RESTAURANT#GENERAL,RESTAURANT#GENERAL"
248,300,FOOD#QUALITY
249,301,AMBIENCE#GENERAL
250,302,"FOOD#QUALITY,FOOD#QUALITY,FOOD#QUALITY,FOOD#QUALITY"
251,303,"FOOD#STYLE_OPTIONS,FOOD#STYLE_OPTIONS,FOOD#STYLE_OPTIONS,FOOD#STYLE_OPTIONS"
252,305,"SERVICE#GENERAL,SERVICE#GENERAL,SERVICE#GENERAL,SERVICE#GENERAL"
253,306,"RESTAURANT#GENERAL,RESTAURANT#GENERAL"
254,307,RESTAURANT#GENERAL
255,308,SERVICE#GENERAL
256,309,FOOD#STYLE_OPTIONS
257,310,FOOD#QUALITY
258,311,"RESTAURANT#MISCELLANEOUS,RESTAURANT#MISCELLANEOUS"
259,312,"FOOD#QUALITY,FOOD#QUALITY"
260,313,DRINKS#STYLE_OPTIONS
261,314,"RESTAURANT#GENERAL,RESTAURANT#GENERAL,RESTAURANT#GENERAL,RESTAURANT#GENERAL,RESTAURANT#GENERAL"
262,315,"FOOD#QUALITY,FOOD#QUALITY"
263,317,"SERVICE#GENERAL,SERVICE#GENERAL"
264,318,"FOOD#QUALITY,FOOD#QUALITY,FOOD#QUALITY,FOOD#QUALITY,FOOD#QUALITY,FOOD#QUALITY,FOOD#QUALITY,FOOD#QUALITY"
265,320,"DRINKS#STYLE_OPTIONS,DRINKS#STYLE_OPTIONS,DRINKS#STYLE_OPTIONS,DRINKS#STYLE_OPTIONS,DRINKS#STYLE_OPTIONS,DRINKS#STYLE_OPTIONS"
266,322,"AMBIENCE#GENERAL,AMBIENCE#GENERAL,AMBIENCE#GENERAL,AMBIENCE#GENERAL,AMBIENCE#GENERAL,AMBIENCE#GENERAL"
267,324,"RESTAURANT#GENERAL,RESTAURANT#GENERAL,RESTAURANT#GENERAL,RESTAURANT#GENERAL"
268,325,"SERVICE#GENERAL,SERVICE#GENERAL,SERVICE#GENERAL,SERVICE#GENERAL,SERVICE#GENERAL,SERVICE#GENERAL"
269,326,"SERVICE#GENERAL,SERVICE#GENERAL"
270,327,"FOOD#QUALITY,FOOD#QUALITY,FOOD#QUALITY,FOOD#QUALITY"
271,329,"SERVICE#GENERAL,SERVICE#GENERAL,SERVICE#GENERAL,SERVICE#GENERAL,SERVICE#GENERAL"
272,330,"AMBIENCE#GENERAL,AMBIENCE#GENERAL,AMBIENCE#GENERAL,AMBIENCE#GENERAL,AMBIENCE#GENERAL,AMBIENCE#GENERAL"
273,332,RESTAURANT#GENERAL
274,333,"AMBIENCE#GENERAL,AMBIENCE#GENERAL,AMBIENCE#GENERAL,AMBIENCE#GENERAL,AMBIENCE#GENERAL,AMBIENCE#GENERAL"
275,335,FOOD#QUALITY
276,336,RESTAURANT#GENERAL
277,337,"RESTAURANT#GENERAL,RESTAURANT#GENERAL"
278,338,RESTAURANT#GENERAL
279,339,"FOOD#QUALITY,FOOD#QUALITY,FOOD#QUALITY"
280,341,RESTAURANT#GENERAL
281,342,RESTAURANT#GENERAL
282,343,"RESTAURANT#GENERAL,RESTAURANT#GENERAL"
283,344,RESTAURANT#MISCELLANEOUS
284,345,"SERVICE#GENERAL,SERVICE#GENERAL,SERVICE#GENERAL"
285,346,"AMBIENCE#GENERAL,AMBIENCE#GENERAL,AMBIENCE#GENERAL,AMBIENCE#GENERAL"
286,348,RESTAURANT#GENERAL
287,349,"RESTAURANT#MISCELLANEOUS,RESTAURANT#MISCELLANEOUS,RESTAURANT#MISCELLANEOUS"
288,350,"RESTAURANT#GENERAL,RESTAURANT#GENERAL,RESTAURANT#GENERAL"
289,351,"DRINKS#STYLE_OPTIONS,DRINKS#STYLE_OPTIONS,DRINKS#STYLE_OPTIONS,DRINKS#STYLE_OPTIONS,DRINKS#STYLE_OPTIONS,DRINKS#STYLE_OPTIONS,DRINKS#STYLE_OPTIONS,DRINKS#STYLE_OPTIONS"
290,352,"FOOD#QUALITY,FOOD#QUALITY,FOOD#QUALITY,FOOD#QUALITY,FOOD#QUALITY,FOOD#QUALITY,FOOD#QUALITY,FOOD#QUALITY"
291,354,AMBIENCE#GENERAL
292,355,RESTAURANT#GENERAL
293,357,RESTAURANT#GENERAL
294,359,FOOD#QUALITY
295,360,"FOOD#STYLE_OPTIONS,FOOD#STYLE_OPTIONS,FOOD#STYLE_OPTIONS"
296,361,RESTAURANT#GENERAL
297,362,"FOOD#QUALITY,FOOD#QUALITY,FOOD#QUALITY,FOOD#QUALITY"
298,363,"SERVICE#GENERAL,SERVICE#GENERAL,SERVICE#GENERAL,SERVICE#GENERAL"
299,364,"FOOD#QUALITY,FOOD#QUALITY,FOOD#QUALITY,FOOD#QUALITY"
300,366,"FOOD#QUALITY,FOOD#QUALITY,FOOD#QUALITY,FOOD#QUALITY,FOOD#QUALITY"
301,369,"FOOD#QUALITY,FOOD#QUALITY,FOOD#QUALITY,FOOD#QUALITY"
302,370,"AMBIENCE#GENERAL,AMBIENCE#GENERAL,AMBIENCE#GENERAL,AMBIENCE#GENERAL"
303,371,"SERVICE#GENERAL,SERVICE#GENERAL,SERVICE#GENERAL,SERVICE#GENERAL"
304,372,SERVICE#GENERAL
305,373,SERVICE#GENERAL
306,375,RESTAURANT#GENERAL
307,376,"FOOD#QUALITY,FOOD#QUALITY,FOOD#QUALITY"
308,377,"FOOD#QUALITY,FOOD#QUALITY,FOOD#QUALITY,FOOD#QUALITY,FOOD#QUALITY"
309,378,"FOOD#QUALITY,FOOD#QUALITY"
310,380,SERVICE#GENERAL
311,381,RESTAURANT#GENERAL
312,382,"AMBIENCE#GENERAL,AMBIENCE#GENERAL,AMBIENCE#GENERAL,AMBIENCE#GENERAL"
313,383,"FOOD#QUALITY,FOOD#QUALITY,FOOD#QUALITY,FOOD#QUALITY"
314,387,FOOD#QUALITY
315,389,RESTAURANT#PRICES
316,390,SERVICE#GENERAL
317,391,"RESTAURANT#GENERAL,RESTAURANT#GENERAL"
318,392,"FOOD#QUALITY,FOOD#QUALITY"
319,393,AMBIENCE#GENERAL
320,394,RESTAURANT#MISCELLANEOUS
321,396,RESTAURANT#GENERAL
322,397,FOOD#QUALITY
323,399,FOOD#QUALITY
324,400,FOOD#QUALITY
325,401,FOOD#STYLE_OPTIONS
326,402,FOOD#QUALITY
327,403,AMBIENCE#GENERAL
328,404,FOOD#QUALITY
329,406,AMBIENCE#GENERAL
330,407,RESTAURANT#GENERAL
331,408,"AMBIENCE#GENERAL,AMBIENCE#GENERAL,AMBIENCE#GENERAL"
332,409,"RESTAURANT#MISCELLANEOUS,RESTAURANT#MISCELLANEOUS,RESTAURANT#MISCELLANEOUS"
333,410,FOOD#QUALITY
334,411,FOOD#QUALITY
335,412,FOOD#QUALITY
336,414,FOOD#QUALITY
337,415,FOOD#PRICES
338,416,"FOOD#STYLE_OPTIONS,FOOD#STYLE_OPTIONS,FOOD#STYLE_OPTIONS,FOOD#STYLE_OPTIONS"
339,417,"FOOD#QUALITY,FOOD#QUALITY,FOOD#QUALITY,FOOD#QUALITY"
340,418,"FOOD#PRICES,FOOD#PRICES,FOOD#PRICES,FOOD#PRICES"
341,419,FOOD#QUALITY
342,420,"FOOD#STYLE_OPTIONS,FOOD#STYLE_OPTIONS,FOOD#STYLE_OPTIONS,FOOD#STYLE_OPTIONS,FOOD#STYLE_OPTIONS,FOOD#STYLE_OPTIONS,FOOD#STYLE_OPTIONS,FOOD#STYLE_OPTIONS"
343,421,"FOOD#PRICES,FOOD#PRICES,FOOD#PRICES,FOOD#PRICES,FOOD#PRICES,FOOD#PRICES,FOOD#PRICES,FOOD#PRICES"
344,422,RESTAURANT#GENERAL
345,423,RESTAURANT#GENERAL
346,424,RESTAURANT#GENERAL
347,425,RESTAURANT#PRICES
348,426,FOOD#QUALITY
349,427,SERVICE#GENERAL
350,428,"AMBIENCE#GENERAL,AMBIENCE#GENERAL,AMBIENCE#GENERAL"
351,429,"SERVICE#GENERAL,SERVICE#GENERAL,SERVICE#GENERAL"
352,430,SERVICE#GENERAL
353,431,"FOOD#PRICES,FOOD#PRICES"
354,435,"SERVICE#GENERAL,SERVICE#GENERAL"
355,436,RESTAURANT#MISCELLANEOUS
356,437,"FOOD#QUALITY,FOOD#QUALITY,FOOD#QUALITY,FOOD#QUALITY"
357,439,SERVICE#GENERAL
358,440,FOOD#QUALITY
359,441,FOOD#QUALITY
360,443,"RESTAURANT#GENERAL,RESTAURANT#GENERAL"
361,444,"SERVICE#GENERAL,SERVICE#GENERAL"
362,445,"FOOD#QUALITY,FOOD#QUALITY"
363,446,"AMBIENCE#GENERAL,AMBIENCE#GENERAL"
364,447,"SERVICE#GENERAL,SERVICE#GENERAL"
365,448,RESTAURANT#PRICES
366,449,RESTAURANT#GENERAL
367,451,FOOD#QUALITY
368,452,SERVICE#GENERAL
369,453,"FOOD#QUALITY,FOOD#QUALITY,FOOD#QUALITY,FOOD#QUALITY,FOOD#QUALITY"
370,454,"SERVICE#GENERAL,SERVICE#GENERAL,SERVICE#GENERAL,SERVICE#GENERAL,SERVICE#GENERAL"
371,458,"FOOD#STYLE_OPTIONS,FOOD#STYLE_OPTIONS,FOOD#STYLE_OPTIONS,FOOD#STYLE_OPTIONS"
372,459,"DRINKS#STYLE_OPTIONS,DRINKS#STYLE_OPTIONS,DRINKS#STYLE_OPTIONS,DRINKS#STYLE_OPTIONS"
373,460,"SERVICE#GENERAL,SERVICE#GENERAL,SERVICE#GENERAL,SERVICE#GENERAL"
374,461,"AMBIENCE#GENERAL,AMBIENCE#GENERAL,AMBIENCE#GENERAL,AMBIENCE#GENERAL"
375,462,RESTAURANT#GENERAL
376,463,"FOOD#STYLE_OPTIONS,FOOD#STYLE_OPTIONS,FOOD#STYLE_OPTIONS"
377,464,"FOOD#QUALITY,FOOD#QUALITY,FOOD#QUALITY"
378,466,"FOOD#QUALITY,FOOD#QUALITY"
379,467,"AMBIENCE#GENERAL,AMBIENCE#GENERAL"
380,468,"FOOD#QUALITY,FOOD#QUALITY"
381,470,"FOOD#QUALITY,FOOD#QUALITY"
382,471,"DRINKS#QUALITY,DRINKS#QUALITY"
